msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel
2aGJUecV5X3cUWaJ6rXbmYWNpzIAI6R41ntlaZdlnPw=,40,30,149,149,1,20170324,20170523,0
4I0g69cQ8GRyOPRJh8vtjgs7ndREKD8c4ra4p5Qs+o8=,36,30,180,180,0,20170310,20170409,0
5RvjXhJE4COMHfk7IxSpQ1jzfdAtnzx17dVUWEf/OEQ=,30,30,149,149,1,20170313,20170313,1
5UrQ3C6pEV8FkH8ZMDsV8Z2rqa7ZbL5pNLQ9zvxph2o=,41,30,99,99,1,20170305,20170405,0
6fKxGEuKpqIpX1cF2csv+Tm7H0fA8epN05W1T4u0OQ8=,37,30,149,149,1,20170302,20170402,0
6sAz4+iF/ZqDQwF7BsNK1hpYee9ExMGg1e8b98q5SVI=,41,30,99,99,1,20170316,20170416,0
7GIbtgXV3VnOuJHew3+XbXlwJeET49Tvw//VcoK/CAU=,36,30,180,180,0,20170205,20170704,0
7UZeWybuq4azuyoqhLeAplpx+xyk4IHXco08nOm7tE0=,33,30,149,149,1,20170131,20170419,0
8NPV4HA+i1lr/91AbdNkuHGny9itWxlqxyoIydoBONo=,41,30,99,99,1,20170311,20170411,0
8Na71NLy9U6pHo7wSJF2udhpYhRY5U5ivCu7lzf1SgY=,15,410,1788,1788,0,20170317,20180505,0
9/2HGAqv4B7Fl+y065QmWInY6glcVZJyK4BmwaWGOIw=,41,30,149,149,1,20150607,20171128,0
9yWnuazS9s9r7paChY9I+oUYiX3kB2qwqJ6i2IKRyzA=,41,30,99,99,1,20151023,20171025,0
9yWnuazS9s9r7paChY9I+oUYiX3kB2qwqJ6i2IKRyzA=,41,30,99,99,1,20160223,20180223,0
ARFVsnHSdJ2JUbnkQi0nJRdMvydU0oAkI8h9eYT78Z0=,39,30,149,149,1,20170228,20170411,0
DBgezVeb3NTjB4Ls4dRvXMdwLWUwiF+8fOLkDRSD26s=,41,30,99,99,1,20170318,20170418,0
DaI2W50ZT03F12EciswX4gnmIksR54Cs9rRPHY29kZk=,39,30,149,149,1,20170228,20170412,0
EJbpRsI0e8FpRR6W/J0SyoDvS06y755ubVvVarxihUU=,41,30,149,149,1,20170312,20170413,0
EvOuOKkv8rlG/bzelr8yG2Oovuq7T4GruKuzuuSh0vk=,41,30,99,99,1,20170312,20170412,0
GH/CHZJWua1YrY09EKftnnsnjSNww8QTmWC2Jf0i9Zs=,41,30,99,99,1,20170331,20170430,0
GRNFNp7zV/81+TFe1BwuXZQR8IPd3780VKNrvrF7eyY=,39,30,149,149,1,20170228,20170424,0
H/LwmYYTdduGI19PXW7hxD75bAZMaVdbH54HC60JXqU=,41,30,99,99,1,20170322,20170422,0
HHF9F3qm4sm/r4/bVL/cntqUTHuThEvsuQ4+oexALo4=,41,30,99,99,1,20170324,20170424,0
HVxJuIfGrYaGPaJ22TJ7vpBrp2dQ/AzSMmoWPbJnJkQ=,40,30,149,149,1,20170313,20170413,0
HY3TQvaDYdWuKpoFe/fOGjWu9KimbYjsXUMMcsCmdeY=,41,30,149,149,1,20150919,20190420,1
ILnpzaapcpph3H1vixiOjl9Vk0/e1swS5CRGTyIIv1o=,41,30,129,129,1,20170318,20170418,0
Iuj9gCVZs1RMQ/bjKXtb5D9fFknn/aWjXnygy3xUvIo=,41,30,149,149,1,20150618,20180718,0
J1M14a6HeQmd4G9OvhSS6omeV2XxYCjee11D5pNGnD0=,41,30,99,99,1,20170302,20170402,0
J5Ez6yUy3Ly3PP58om0/48LJcUubDt46Hx3mhwbAX6M=,39,30,149,149,1,20170228,20170417,0
JGO/RKm/Naxqxh/A6Qh7KVzJD8G3NH7MtP4jtcNSUZc=,31,30,149,149,1,20170331,20170430,0
JQFLREnIjrZ97uteSqf8BUPO/G3+09n9d4joKScQf2U=,41,30,100,100,1,20150926,20190725,0
JQFLREnIjrZ97uteSqf8BUPO/G3+09n9d4joKScQf2U=,41,30,149,149,1,20150525,20180704,0
KAfKZ4++LbfNUvQb+cv0aRXt0NgzueigfH+2vULfILc=,41,30,99,99,1,20170302,20170402,0
LDiV543g+9oT5TSDGzxCJMmSALJOHEJ81k3KFoaWyqE=,41,30,149,149,1,20170318,20170318,1
LSLdxsEZ7aqQrFpAEANZZNgpHYkrNR/2X7l1qA2fkx8=,39,30,149,149,1,20170331,20170529,0
LZeyOX7x8pDD1U2aHdMZRpkvrqKZZbkgYwGUlHXcp4o=,36,30,180,180,0,20170317,20170416,0
MC8yt+u77h16xk8RzW9kZF8CTWPpDwIaEWBtLu9vjLM=,16,30,149,149,1,20170322,20170422,0
Mkf+U0mFd+w9mcuO4/fUzH/fgn+vOm6zf33zQz/nDHU=,41,30,99,99,1,20170319,20170419,0
NxR6JLZ2et0EhTJKro0G9ZDA+2fo+tVJbnJh2eu3PA8=,38,30,149,149,0,20170322,20170421,0
OMaEs+tXyViChJMRjDXj2PKAsMaLr1DwWgikmcVb3fI=,41,30,99,99,1,20170322,20170422,0
OOGVAEYRHYox+J+lGlGELBse0gtJOcBkR4xYn9DTj0w=,41,30,149,149,1,20170303,20170403,0
PjXStdP+BwsUR1oHYTn2RZxDgv7ZtS23GQaQDOwaTbE=,17,60,0,0,0,20170312,20170315,0
PpluDakMup1+mG2SbX2LqWDZ64ObIPdHyCSICzATNIQ=,32,180,536,536,0,20170325,20170921,0
RX/LbfcUt6HPTc6VBZF8qXnEJM5Qz07cOo3UwW95FX0=,41,30,99,99,1,20170322,20170422,0
RcQISOH+hTl9wX0zev/5sUMtkn1WYXkjWvXrAXbYgqI=,32,410,1788,1788,0,20170307,20180421,0
RpR/yEFjBB8EsNTXwCF0l1RPV2N+fHZUv+AzEF3JQHw=,41,30,129,129,1,20170126,20170525,0
S1qSKupHOJ3glrj2SL4NYz8h6PkqXATyMPIAAVEThwE=,41,30,99,99,1,20170304,20170404,0
SQFMRjsoXzDpH3o9QkuROJkuTb8J58KjJMuZoLG6VTs=,41,30,100,100,1,20170324,20170424,0
TwiTTrc7qXuMaRfVVcyWc9Rv0bP7dJnbMVZCci5BlSs=,39,30,149,149,1,20170228,20170407,0
UiMHPAJTDnyDPt5vERxVg3u2aYPiS9tx3fHnoL8jq2o=,30,30,149,149,1,20170313,20170412,0
V8IT86+SCZjLHXR3YRdH0aqHl/aLnB2iB22ry21e06A=,41,30,99,99,1,20170305,20170405,0
VBatevbMx8E7Jzt9GZHYmDmGhG9JYIEwEOGBCpex2Cw=,39,30,149,149,1,20170331,20170515,0
VJHjGNG5z6Z35X59huqCGVY2Af7UrlZ5AGUZXIgJA64=,40,30,149,149,1,20170306,20170405,0
VQj6gP/5PQJq1Pzx+iekgQu5/T4WOf8YCQDr3CYlMvE=,41,30,100,100,1,20170326,20170425,0
VdvSudQjTMgIC5Mhk1MqTUrO6TvrP9ZjEexDedCk8lg=,41,30,149,149,1,20150831,20170830,0
VoRbKitB0h1gSnpl+1jZMphRwN6kFxxNS2hS8c/ZoKY=,38,30,149,149,0,20170315,20170415,0
XWaC32dL1++lAUTwOU/Z53gJOram1ULsGlILMQLCku4=,38,30,149,149,0,20170316,20170415,0
YAv35EvlTc+9+1LN3Sp3OGr1L8g+ejze7hPS7jRq76U=,41,30,149,149,1,20170121,20171127,0
YgoTuSMbpZbGUrq2Bn0rtFDmmbg6gFkUPZl3laKuAm8=,41,30,149,149,1,20170315,20170416,0
YlmO/xPkA5l0wnmj6sXrQeqNyVSvH8qWjyv6NuVrYLQ=,41,30,99,99,1,20170326,20170426,0
aV9IR3IzlPjESvDJ3XnsPQC/rAuyeDjB3sM/i9ii2Rk=,41,30,99,99,1,20170323,20170423,0
aXlntyqElvn9vZ2ZntTCmwwgWuVQ95uexjoj0hDWszU=,36,30,180,180,1,20170318,20170422,0
dH5CQuryYjaAWe2dU8lwpwcHxGvnQxORr/lLXmxgCXQ=,40,30,149,149,1,20170304,20170406,0
dgO3fnspSQM6+W6MaK1vrUAYBX/8wf4oJxUkYNRcE+w=,36,30,180,180,1,20170326,20170430,0
eLiBeBIywz2hyUbaDAMFB9A3w2DyWZGGeGTXdEdlxzI=,41,30,99,99,1,20170307,20170407,0
f7yh4FXuPhqwsC5q0JH2csdykpdPe7CR3RcFaa4egYE=,34,30,149,149,1,20170331,20170430,0
fB9qxvL3ibDJBMdzvl2D8UBOXsVtZfBNqr5oF1fqe/0=,41,30,99,99,1,20170306,20170406,0
fu048ID7KpgeRS0VikJxKDmIDqnVLAONh3pwgzSp2ks=,36,30,180,180,1,20170320,20170426,0
g3GKQrjznlg+rDXtzZ8Y6oSV1KoWAynOrpp/d4SQYdE=,34,30,149,149,1,20170331,20170430,0
g53Zu0YlDRYpqwiEUakt7LgijigPhj86ha7Ur2Z6hRI=,41,30,149,149,1,20170319,20170420,0
gPQsTIw2hgZsfnSDvHP+4RARG+2a0FDy7WnNelnk9GM=,36,30,180,180,1,20170307,20170406,0
gX/sCGGTHY4ktRfOTKkQfIcfBNl6f8fQUJAvyoMlz70=,39,30,149,149,1,20170331,20170517,0
gm0YTEZ4iPC9KhKx7vxuFCxgSUUXvMDB9OoAMlmtkXI=,41,30,99,99,1,20170318,20170418,0
hXSWwoL1FqGo2SFWuX6gEysxI+I7mXk+2/oXclowwOE=,40,30,149,149,1,20170313,20170412,0
j2mRIDfDNX2Ii3vmBWOZGAriyWQp3goTlNnbsRqya8Y=,36,30,180,180,1,20170306,20170405,0
jU2ajkyge1pmTXDnMoxZngPkjwWUxs9YRAA1zAfHhJk=,41,30,99,99,1,20170317,20170417,0
jsg/kqclQwPC9yQQVnX8K5/iROzKNueaKjVUkH+nzX4=,41,30,99,99,1,20170316,20170416,0
kWlmeBeRxQVLXZ3fNtQGxIGK+JXSX9uasOu2gfZphEI=,36,30,180,180,1,20170314,20170413,0
kdAs8PrQ50e2Ya4uVeW8H054GwXaShVxwde7ovbmCV8=,36,30,180,180,1,20170307,20170406,0
kiF3ygMlk6t7glvd4QuCXKrAh322IlI+5I70vO4I+0s=,41,30,149,149,1,20170324,20170425,0
mQAi6KlNmA0vB1tjPefd27PcJzBA/pqhy7ClhmHg/9E=,41,30,99,99,1,20170331,20170430,0
mRoc+8C9VeuFStmyGO5CdXC8gAOWIKX+0yC62haFpVU=,41,30,149,149,1,20170303,20170403,0
nNRoEPu8Td10Szp9RbOZj6G89uWgvaU+0xuHT0DKUik=,41,30,149,149,1,20150807,20170809,0
o/3jSpO4gXnVPGid9gdTlhu2i1bgb4VMnOzP5AcVW88=,41,30,149,149,1,20150318,20170417,0
o3BJlxh7sSzlZkNT8u+pgjOzyNLvc9Di8KxfWFV8G4c=,39,30,149,149,1,20170331,20170529,0
oD6GNklBVmX2uwrJ+KZpQEwfAMGqJWUTj80KQB/dU+Y=,41,30,149,149,1,20170322,20170422,0
oUg4dFIxRZsG2mcvuuaRZTxROuAETYX1XLYhKF6mJOg=,41,30,149,149,1,20170311,20170312,1
p+x/FW8VpH2pJlq8qJdmvyJpxCXvnn+4wATC/fBWgtI=,41,30,129,129,1,20170317,20170417,0
pmDrHnNP+HHOV49ueuW6Pqa+de3h2dSbxE9gYqV8vpU=,39,30,149,149,1,20170331,20170513,0
q6fazRR2/XZEyqcNDFcArGSF9apDtIjgdMOJvbduYe4=,41,30,100,100,1,20170302,20170402,0
qGg4by8r01nZlOGOE4efT+FKaSseNEF5iPw/FNLfvdQ=,41,30,99,99,1,20170304,20170404,0
rbuUwwIJGNJf82tbcBcQgvrhp2pesEzkqsA9ZSeyfMk=,40,30,149,149,1,20170306,20170409,0
sQ3JS9SgAvczWi3kbFvN0KWV3wzQm3y/qqWrLhhtPUM=,41,30,149,149,1,20160213,20170824,0
svOEMDVV16S9gi3OzOVpDGtjH+hutqRLz5zw1dbze5o=,41,30,99,99,1,20170318,20170418,0
t/LNqLqrCNvIrDiBCGDhnkDO6XXZFz1+nYlWnNX0pCw=,40,30,149,149,1,20170317,20170416,0
tsbkqz7EzNRLOaN4/x5H4TG/qGj+rTqCiZqiMUL3JGQ=,41,30,149,149,1,20170306,20170306,1
ugWcruwLgG0vXVmJtpCkZTIK1dwWBLJgB6GSVgdbbmE=,41,30,149,149,1,20170306,20170406,0
vDgEOJ7Cy795J0H+DoHSoobIw1r8oxSk+fo3SJY4xtk=,41,30,99,99,1,20170321,20170421,0
wfgJuG5koF8u2voFu2w0cujCcq+7CE7vnHWKQ0vUeVs=,41,30,99,99,1,20170320,20170420,0
y/T4o5DqwITLt6RVgntzHFQokBwimndUK48JoPAO0Js=,41,30,99,99,1,20160904,20170808,0
/CCX+ExKime8aIKBVQSqhU5U9yfGcrPx/TFc/SCopIw=,41,30,99,99,1,20170316,20170416,0
0A04SBkCnLUQE7b+D0NS07zys3/r3uYtoppXBIgaze0=,40,30,149,149,1,20170215,20170402,0
0s+iolO/qAdRYJ72Ma7kFuKu2Ulp5cMBipPAPndR9+w=,41,30,99,99,1,20170317,20170417,0
1+t6EuM1TWRNakC31xTDGxJzWHvz6lwzb2mIJDNqfFg=,41,30,99,99,1,20170315,20170415,0
1QJa7FunN/dIoITFhbly2kt2J8qIeDNvonsYzEbWv/w=,41,30,149,149,1,20170308,20170408,0
28d14TkUi77fi/VVYniXHCXwdglQpgPQkteGXmQNpn4=,36,30,180,180,0,20170320,20170419,0
2tFAFc7enqFMHjVgbhrhx++ybGc73ItXKOe9KIRy7l8=,41,30,149,149,1,20151027,20180831,0
3FaUp5d0TrABBrTgnlf3wqewYeNHT4c3KTa0QU+u1/k=,39,30,149,149,1,20170331,20170518,0
3GGMw0htQgrCNZ+qGr3nZACiycT1kDr039a0h8n3Wc4=,36,30,180,180,1,20170309,20170509,0
3L5xNxrreHjj+3DFe1rN8xtTx/50ySfMvy1Zp76Egmw=,41,30,99,99,1,20170314,20170414,0
3vqDWwzKeqhIssYYfB5YFOBblD4Fchkk32CGAawNw3I=,39,30,149,149,1,20170331,20170512,0
40LyS7pV5buC5JWvbPd4p/M7FcIvmWSueSuEShCeeAQ=,36,30,180,180,1,20170225,20170422,0
4Svy2PmfxRXTBx/+j+ubshulrF0SgrIQ28hdLud3rxU=,41,30,99,99,1,20170305,20170405,0
5LiWVwxkuPAT70qKhjYGeDnKlKCBQZaXpCOLI67CJtM=,41,30,99,99,1,20170329,20170329,1
637FUBNAUb9nhJZqG70S87slS/4+5/8KPPUN7as9ZNo=,41,30,149,149,1,20170323,20170423,0
6K4RH9BntlWoWyl3xVCHmJlnnFeyU2FLV80iBe9/RUQ=,41,30,100,100,1,20170321,20170421,0
6bE+xgfSuup8l1cfLk84mtYhIpy79ajG+1sk/zSbKo0=,39,30,149,149,1,20170331,20170517,0
6qYUlpdD4woEJw+WoouV961YWxG+4iI1vPd60Yg+QC4=,41,30,99,99,1,20170320,20170420,0
7DbfG2/AxBAmNUEG9BWT1PPFsPXqsh0q+6oFGeNf4SA=,39,30,149,149,1,20170331,20170507,0
7e689AYBrxXoasfIorNEslCnVMK6rvYymnr/rhlk95A=,41,30,99,99,1,20170308,20170409,0
7tmISAkljfkArj5dSAElImGM8QnXTq4EeKIbiH04XYE=,41,30,99,99,1,20170315,20170415,0
7xlNJkbFXWKb1s6VKefM1rgjGCWxrCnpLHpUb3P4BnQ=,41,30,129,129,1,20170317,20170417,0
8oZY7PToTvvgxtsSdlVJ1AV9rPikBnh5tSEU4pqaTVw=,41,30,99,99,1,20170324,20170424,0
BFZY1j1vk3sBPVMhx5fgHD/oHHPfxfSfcSxhPw/KZsA=,41,30,99,99,1,20170321,20170421,0
C1RqkhoTNe8zmGYx5E2E+5O9rbCpwIYfinoXHRp7H98=,40,30,149,149,1,20170304,20170403,0
CCjTlSL1mH0WChWyKG6NHZ2dcQBThXv2XlvA7qhUuNc=,41,30,99,99,1,20170312,20170412,0
DCKfdqRXOrHJbhUBP/hpgr3A6U5F0HQHo0QgFtxIkhA=,41,30,99,99,1,20170319,20170419,0
EM87pnQh/nQXZgIVDM36CwURc4pRHPUaPgsbVHkShMA=,41,0,0,149,1,20150513,20170617,0
EWqct7QHERM6DSYWE8CghX7Hdhs4G398Nwyf8sTO4aY=,41,30,99,99,1,20170317,20170417,0
F5vXQojCuDZOLBoAmXx1Tuo6j+v4kj/s2X8wjxm+cTM=,41,30,99,99,1,20170301,20170331,0
FKCJZIwg3K4kXqkdqCQLTs9EnYkhNNYwM/XypnYwgSc=,41,30,100,100,1,20170324,20170424,0
Gr5QJyXqbj7IoKNiGLi9LUTkPjfI9NP2uFGCPE+d3Qg=,39,30,149,149,1,20170228,20170411,0
GxUNIQE2La0+vyeDhZAfZ8FhGcKRjDKhdx7EW0bdS6s=,40,30,149,149,1,20170318,20170417,0
IA4RqPnyWT5/9b0ZgoiozLf3hP8f2HX3vdps2rtHB2E=,41,30,99,99,1,20170315,20170415,0
Ki124bJ29tgeCELxUw/znXEQwZgplhh0Fh/+EEV1ENE=,38,90,447,447,0,20161220,20170619,0
KpwEdZL2yb6ZMdv22oPSVHsG2PpOIoQlsvW1z9rmdKM=,41,30,129,129,1,20170313,20170313,1
LgWQ2sLKLPKV6zh3wBzQnLrQxp2fzi2wXNgAcYiV+l0=,40,30,149,149,1,20170313,20170412,0
M8le0ooIHdcfOH0APymwrUmpcMGE/OMnicbQ458UmmM=,41,30,149,149,1,20170320,20170420,0
MsGo/E3OOfhxNHwYolUOA4u79DI0mD3wRynQVAex8wU=,41,30,149,149,1,20170331,20170430,0
Ok/4LeEXTxzDEr03OYsHQik+IqQJHDRY7FO3GFnpEMM=,41,30,149,149,1,20170307,20170407,0
PdVnTym7p+0LpBB+ZpxgZQKib7XHA4Z8mIrrNjV67nM=,41,30,99,99,1,20170307,20170407,0
QDO5M6MBryKJjhOaW7W4OQEWCb0JUSOLNNTaFrSXm9k=,34,30,149,149,1,20170331,20170430,0
SDfZMWp5DQizIixcLHQIIzKQ9A7NqyBdnHnf6y97RWM=,41,30,99,99,1,20170317,20170417,0
SRjNIl0FQlLjUA2KQLrZ3cJkWW6KYj20/lhs+ITc5CM=,31,30,149,149,1,20170331,20170430,0
SRs9W6XzlE4vmcA9m3YpEd2A9D3avUYwKuE3xgR9COI=,41,30,99,99,1,20170318,20170418,0
Sl0oMoXFl2iGovDUUfVnqoUg2Klx8sGxVsyeU6qi03k=,41,30,149,149,1,20150514,20170612,0
SpL7rJZ1AV8ln4c7H9MmZG/rAbQb8QTd9FvgsoHSCUQ=,23,30,149,149,1,20170331,20170430,0
Sx1aIdMLlBCh0MHx3UlIxa4uK92RF4GQYU3Yqq3BvO0=,41,30,99,99,1,20170307,20170407,0
TPSTCs6LHx/fO0Oev1EUEOMuJuBGSDHha7wAgm5xsF4=,41,30,99,99,1,20170309,20170409,0
U+UdnLC7SJG/V5N1SoB6PKAW5Vn+tzIhBOUzbX++W6k=,41,30,99,99,1,20170303,20170403,0
UfHDtoD8CJGGmtrG7Ns26EOCzNPrcET6NGWVGzAWG4Q=,33,30,149,149,1,20170331,20170430,0
UzJwcMjqzD1orL4NPZzCrql0VP8fdVef1HnDJXFWT7I=,36,30,180,180,1,20170313,20170412,0
V7FOS8iGZd33Ye9ejb5vNQpiRCLz4JbuN1cBTLlAWKo=,30,30,149,149,1,20170315,20170414,0
XjauBbYPg2pRL2bNRY6auYsepi9g/YAG0hzOeIlW0go=,29,30,180,180,1,20170306,20170406,0
XrJKB7vYCdMZ4JR7I8nEw/stVOQX6mGmsYYe9vBKkdQ=,41,30,99,99,1,20170331,20170430,0
YsRk5Z0Koxze3hCX7Zz0c2Qda/aTF77peSiBrGxAULQ=,38,30,149,149,0,20170328,20170427,0
Z0oqbwRc0coy4dB0hXRsFJ1FGj7Sp7yHe3SMph/cyu8=,41,30,99,99,1,20170303,20170403,0
azhB1Xr0tu3hg+jDsrvlFpWgVrUAcD+XQEuHeny0Q0g=,41,30,99,99,1,20170307,20170409,0
bPx+2ZpOeHFh84KtEi4xAPCLqw0lATr1DrUD42VLeX4=,41,30,149,149,1,20170318,20170418,0
cWK8YftL+dn52IL17aBpJFXcWwxZpDV4BIS8T/PjgVw=,41,30,99,99,1,20160117,20171205,0
dP4ITGWH1tMtF0LBLNzujSicwEzMA2HM3nqyVTyeXlw=,38,410,1788,1788,0,20170319,20180503,0
dUgucr2pc9ZktCD1MwGqkv/eR3+OpgmnHCNFeuI81tg=,41,30,149,149,1,20170319,20170419,0
ehGKyl4eLlW0XaVXcpfMzUpfy07r4Ri9H7M/V2dhWw8=,36,30,180,180,1,20170313,20170412,0
f8hjwkapylXQ2EhCglMNvQ3tirfHXPGzwBts6hlHpIo=,41,30,129,129,1,20151018,20171204,0
f9lI/FD614EQHhztiTlwwKsPPJmy+Jmjbj/QsME0ios=,41,30,99,99,1,20170319,20170419,0
fBFVH9LzSeJNYgKDHlAhL5tjVVhwtGbz7XvR287ZK94=,30,30,149,149,1,20170312,20170411,0
fHSgTxXOiOfmAz6c9cgMtTSsDfNyUeHH26PrigJlSyc=,41,30,99,99,1,20170309,20170409,0
fZ1AanYMGcUrkFX+WD08HkNdoEHoOH94lAvoWUHc50Y=,41,30,149,149,1,20161111,20170523,0
fZFAvZGy/V4ecbAEw9Dp8zbucCHt0xq0fmfWXCV1M5w=,41,30,99,99,1,20170331,20170430,0
gE0LKapuvK07hzqlUw/mkREoL1eDKaJZJzejxFE/lZ4=,41,30,99,99,1,20170326,20170426,0
gEH2Ku5gAxZigSX+c07XLqxhG7rA8mUGQhkdOP7zEBY=,39,30,149,149,1,20170228,20170406,0
gQyeF3pLbrMiOXI16vtCGYX1DwO7w0ZRZLDLNbyphRg=,40,30,149,149,1,20170323,20170422,0
hsXHc2jcGe4phUK6HwTd0HSXaAGrXbVjZoJ6Addw3Qw=,41,30,99,99,1,20170310,20170410,0
iSRKzMX7uYiVdd5wMG0zXVYAk7IKGhX5q4SQcrT7v7w=,36,30,180,180,1,20170312,20170411,0
iVBit5Sfp4WR4Q8NfyKiKdyn5GhPfjTycfItm6IENKY=,41,30,99,99,1,20170304,20170405,0
ieDaw/bpL/7TS4Xmb+hHpT8Rt/W+AazpL9vmBRGA7ho=,41,30,99,99,1,20170318,20170418,0
j6v4Uja6UGejAi02jd3ywLQC5+qOsDUOSHd3nNJRo6w=,38,30,149,149,0,20170328,20170427,0
jvFV7AvmW+KWu7giD9keuhQVioyDJ2ngQCU5Er5oiiU=,41,30,149,149,1,20170308,20170408,0
kXO9x77CCPfbztwqyCG745YHuYZhVgrFyrEFu7gPK+M=,33,30,149,149,1,20170331,20170430,0
ktvuOHZbt8OH9AFlw7KVCrQEgUyFiJg3OV1JwXgxsAU=,39,30,149,149,1,20170228,20170404,0
l3g/ukDXfGgh0SHGyT72HIv3tYK3eb5onT1VRnrO6O4=,41,30,100,100,1,20170318,20170418,0
l9FdWB03RwA+ia6UCY/GrI49sCIqmH3+sNR3rrJ4MZQ=,38,30,149,149,0,20170329,20170428,0
lBEBn5he+TKVcRdnnHT2PCRq/RPG0HgS4DuomGYsB6Q=,41,30,99,99,1,20170308,20170408,0
lSTak5EfL3cUfZMsq84xIFVm1hO55lU3M3KOxWou17U=,41,30,149,149,1,20170319,20170420,0
lmCWrJ3xH1H/OmSGWY34zIYU55jXlM9IUV/xxGWJHOc=,41,30,99,99,1,20170323,20170423,0
mGmw6fy2dYWp04DI8/hbAvWUJtMHF41aEp+x3Js21r4=,41,30,99,99,1,20170303,20170403,0
mPLk1c8ZHlZsGSn3tJ7ocNoIijLn/2oeGKJtnnI7BA0=,41,30,149,149,1,20170312,20170412,0
mR6hcF+AW1g1fF5+YEzReMZDi4/dXTQnhP/fYvMJarE=,37,30,149,149,1,20170319,20170326,1
n9Xu72HqFt4BKvBjdnHaScOyQOkSPMmojlRsaEzKMX8=,39,30,149,149,1,20170331,20170527,0
piWjUz2ALZbiqHTx6ctmI2rNPzXabB8tUqrE/eUy5FU=,36,30,180,180,1,20170310,20170409,0
pvvgAZPIrUiq0o7pzrBBBf1EfdedKsx7OLRRrIwE8jI=,41,30,149,149,1,20170316,20170417,0
q1hce4d6Ank7hSCwMypJIaAQggMT5APrXNwh+UGLD80=,40,30,149,149,1,20170315,20170414,0
qUFg1gtBCmlWiUUjEMk1sdxTI4MxRRRJEMiMlF3OXCs=,41,30,149,149,1,20170108,20170427,0
r5GijH8nG1xunAB2myOAoLYs+p29Ydr/sManoyDck6E=,41,30,99,99,1,20170324,20170424,0
rktnJ1qqECsbk/cTpEOpr3RI7gzWmgDw39KUYWzCMWg=,41,30,99,99,1,20170302,20170402,0
uAvF49aW5gVXm8PUhcsRPGjPlQc5ttiKXxFsaQWzK/M=,41,30,149,149,1,20170318,20170419,0
ur5Cp/rlCF8zF2BLi9+ja0qxPK22gSw03B2hN0oCa6c=,41,30,99,99,1,20170302,20170402,0
v27Xfo7X6BRPfGlmb7SlreEhasjcyX9UBOdkLJoY22A=,37,30,149,149,1,20170327,20170426,0
v2OxTqyG4EJUeoxNrVVu0v4IFnSjroMM+nBWWFea0BQ=,41,30,99,99,1,20170320,20170420,0
w0vIHt0wcvyXqBjIxpsAQSiOm4ZYZYLWDd20IrXS86M=,40,30,149,149,1,20170305,20170404,0
wclns8doN7AorjGsZlQOVQqAnupQEEVwXG3FCC5JvVQ=,41,30,99,99,1,20170308,20170408,0
wkUA55G7q+J8xLkmTtYFdAcmz0iN0d7UTgM1O5YLzBE=,41,30,149,149,1,20170302,20170402,0
yAlE7g6//h/qnMqbXMWIVZ+I4MPhcRy9S0I4hnfg1uU=,39,30,149,149,1,20170228,20170420,0
ymum6PzmRz18k3G1JVN5f4BFYxj+B2K02vGb9ADyj9U=,38,30,149,149,0,20170326,20170425,0
zcaFlNdCiYeDISCQppSmOsaLt+mg99M/4w6+yYuWZ9w=,39,30,149,149,1,20170228,20170413,0
+12RZ32vDGh9930rExes758LIwn51H0ADIBtbQ1ysNc=,41,30,149,149,1,20150923,20170520,0
+FQHtKystE9bUPQjjE4rCqlvIal2xvd2jHtiUpVU2XM=,41,30,99,99,1,20170306,20170406,0
/gRcd1zekLkMuI9XIJI6HSRTLNSpSs0y6GsMYNi/UuU=,41,30,99,99,1,20170305,20170405,0
0+mJq5316pUUWS7HuNZkUsnTT8vzpRcgPdbVCFjILto=,41,30,99,99,1,20170311,20170411,0
0/4CoEYR0RriHsCcE9xNlbLeiiWyWBVKMOXTXykyasM=,41,30,149,149,1,20151025,20180627,0
0h63a7bn/vX8HqTXWJJb6hIa/XCcZfYHGKgMosGg9TM=,41,30,99,99,1,20170318,20170418,0
1GxmQZx9sJZ4HnJ7tKIhH1J/o6LBT0RvPwyeGS39qbE=,41,30,99,99,1,20170325,20170425,0
1RWOSwKyaJMy18Dea2VwhO94UaxaRJAzLCPhu5SZwno=,38,30,149,149,0,20170317,20170416,0
2cYUtCUp+KEK1Co7hFtdAkjrE2q21xlKyYAYdeA1Gos=,36,30,180,180,1,20170301,20170421,0
52K96a77ALpEeDL4Al56tgBZBeCG+Y5QlrJrqPVOLaY=,41,30,99,99,1,20170315,20170415,0
5JLvU2uR53Tz4M+49eO0BuaArCLVkON8cxh9b+/DEfg=,41,30,149,149,1,20151020,20200420,0
5at/keAHhgQblYTX8hxtol4q0MYSSiEx/JX3G7m8aoQ=,37,30,149,149,1,20170319,20170418,0
5n99fNYpKRoOTkA5sQzYlIof3h+lk+nOHUxH+9va2xs=,40,30,149,149,1,20170327,20170511,0
65I9guG0B1hffuI7NaQizVdqISmdLLqmKimBtiQCV6g=,41,30,149,149,1,20170306,20170406,0
6hzvOqrcAQXRyYhCZIlxT3k5VzzaRgIx7N22yKJU0WY=,39,30,149,149,1,20170331,20170526,0
7LAF7fon3UhVkxjmIuNhs4cD55NmJYZ/Z/STfGvts+k=,40,30,149,149,1,20170311,20170417,0
